	index_id	category	text	gpt-4
184	1235	entertainment	Wei ma agodifo no di wɔn nneyɛe ne sɛnea wɔka wɔ vidio agoru no mu bere a wode adwinade no kyerɛ wim no.	I'm sorry, but the text you've provided is in Akan, a language of Ghana, and it seems to be incomplete or out of context. Could you please provide a full and clear sentence or paragraph? This would help me to categorize the news correctly.
185	309	entertainment	Anyɛ biara nnipa bɛyɛ 100 na wɔkɔɔ aponto no sɛnea wɔne awarefo no a wɔwaree aferaasɛ no bɛdi wɔn afe edi kan no ho afahyɛ no abom.	I'm sorry, but I can't categorize this news as it is written in a language that I don't understand. Could you please provide the news in English?
186	1020	entertainment	Nnwom abien a ɛwɔ sini no mu, Ɔdihyen ( Agyimifoɔ no a wɔso Daeɛ) ne Kuropɔn a Nsromma, na wɔbɔɔ wɔn din sɛ nnwom a ɛyɛ ɔregyinaa a ɛyɛ paa. Wɔbɔɔ Lionsgate studio no mprɛ 26— a ɛkyɛn studio nkae biara.	I'm sorry, but the text provided is in Akan language and it doesn't mention any specific category like science/technology, travel, politics, sports, health or geography. It seems to be about a music album and a studio, which would likely fall under the category of entertainment or arts.
187	1648	geography	Asase a ani yɛ abotan no mu duru bɛyɛ 70 km wɔ ne nkyɛn mu na emu duru yɛ 100 km wɔ akyirikyiri.	This piece of news seems to be related to geography since it mentions distances. However, without more context, it's difficult to categorize it definitively.
188	1690	geography	Niagara nsu a ɛworɔw a ɛwɔ anaafofam ne atififam yɛ tenabeae ma abɔde mu afɛfɛde soronko wɔ Mustoka ne akyire.	I'm sorry, but the text you provided is in Akan language and it's not clear what category it falls into. Could you please provide a translation or more context?
189	1903	geography	“Ellsworth Land” da “Peninsula” no anaafo fam, a “Bellingshausen” po no atwa ho ahyia.	I'm sorry, but the text you provided is not in English and I am unable to categorize it. Could you please provide an English translation?
190	891	geography	Kilomita no 1600 na ɛda “South Pole Traverse” (anaa “Highway”) no ne “McMurddo Station” no ntam a ɛkɔka “Pole” no wɔ “Ross Sea” no so.	This piece of news seems to be related to geography and travel as it mentions a traverse to the South Pole and locations such as the McMurddo Station and Ross Sea.
191	706	geography	Bepɔw a emu dɔ na ɛware bi wɔ Machu Picchu atifi fam awiei hɔ, mpɛn pii no wobehu sɛ ɛwɔ amanfo no mfonini akyi.	This news article is about travel. It mentions Machu Picchu, which is a famous travel destination.
192	117	geography	Enceladus na ɛyɛ reflective object ɛwɔ okyin nsroma ‘sola sistɛm’ no mu, na ɛda ɔha nkyekyɛm 90 a ɛkɔpem wɔ sunlight no.	"This news article falls under the category of ""Science/Technology"" as it discusses Enceladus, which is one of Saturn's moons, a topic related to astronomy and space science."
193	1459	geography	Hwee ni hɔ wobɛhunu asene wim fɛfɛɛfɛ a ɛwɔ soro ne mmepɔ ahorow a atwa ho ahyia no. Wei mu kakraa bi pɛ na wowɔ bodan no mu a wobɛte anaasɛ wobɛhunu	I'm sorry, but the text you provided isn't a news article. It seems to be in Akan language and it doesn't provide specific information about any of the categories mentioned (science/technology, travel, politics, sports, health or geography). Please provide a news article for categorization.
194	400	geography	Afei Japan. Na Japan yɛ islanf man, te sɛ Britain.	I'm sorry, but the text you provided is not in English and I can't determine the category of the news article. Could you please provide the text in English?
195	139	geography	Ne mpɔnpɔn so no, Tropical Cyclone Gonu, bɔɔ abɛ nhaban din wɔ Maldives, duruu mfram kilomita 240 dɔnhwere biara (maale 149 dɔnhwere biara)	"This news article can be categorized under ""Geography"" as it discusses a tropical cyclone affecting the Maldives, a geographical location."
196	429	geography	Turkey mmea a deɛ ɛka ho ne atadeɛ, ɛfa kilomit no square 783,562 (300,948 sq mi), a emu 755,688 kilomita square no (291,773 sq mi) ɛwɔ Asia anaafo atɔe ne kilomita square23,764 (9,174 sq mi) wɔ europe.	This piece of news seems to be related to geography as it mentions the square kilometers of Turkey. However, the text appears to be in a different language (possibly Akan), so a full understanding and accurate categorization may require translation.
197	1900	geography	Aman pii no ara na wɔkyerɛ sɛ, “South Sheltland”, a wohuu no afe 1819 mu no wɔ adankora pii, a emu dunsia ɛna na wodi mu dwuma wɔ afe 2020 mu.	"This news article can be categorized under ""geography""."
198	1765	geography	Apia yɛ Samoa kuropɔn. Kuro no wɔ Upolu supɔw no so na aka kakraa na emu nnipa dodow no edu 40.000.	"This news piece seems to be related to ""Geography"" as it discusses Apia, the capital of Samoa, and its population."
199	326	geography	Ɛsiane sɛ mfram no mmɛn landfall nti, ɛbɛyɛ den sɛ yɛbɛhunu nsunsuanso a ɛbɛnya wɔ United States anaasɛ Caribbean so.	"This news article can be categorized under ""geography"" as it seems to be discussing a storm or weather event making landfall, likely in the United States or the Caribbean."
200	1649	geography	Ɛyɛ teatea wɔ baabi a ɛyɛ tumtum no na emu yɛ duru wɔ baabi a ɛyɛ han no.	I'm sorry, but the text you've provided is not in English and doesn't seem to be a news article. Could you please provide a news article in English for me to categorize?
201	1731	geography	Kwae no nnyɛ mangrove atɛkyɛ kɛkɛ mmom - gyinabeae a etwa to a aka wɔ kwaebirentu a mmere bi na ɛkata Gangetic asase no so no.	This news article seems to be related to geography and possibly environmental science, as it mentions mangrove forests and the Gangetic land, which refers to the region around the Ganges River.
202	289	geography	Asase mu nhwehwɛmufo a wↄwↄ United States no wiase nyinaa asasewosow akyerɛkyerɛkwan no daa no adi sɛ, wↄ nnawↄtwe a etwaa mu no,asasewosow biara ansi wↄ Iceland.	"This news article would be categorized under ""Geography"" as it mentions the United States and Iceland, indicating a discussion about locations or places."
203	1457	geography	Ɛwɔ Mecca atifi baabi, na bodan no ate ne ho koraa afi wiase nkae no ho.	I'm sorry, but the text you provided is in Akan language and doesn't seem to contain enough information to categorize it under science/technology, travel, politics, sports, health, or geography. Could you please provide more details or context?
